psalm_number,section_number,verse_number,section_title,part_number,text
112,1,3,Beatus vir,2,and his righteousness endureth for ever.
112,1,4,Beatus vir,1,Unto the godly there ariseth up light in the darkness
112,1,4,Beatus vir,2,"he is merciful, loving, and righteous."
112,1,5,Beatus vir,1,"A good man is merciful, and lendeth"
112,1,5,Beatus vir,2,and will guide his words with discretion.
112,1,6,Beatus vir,1,For he shall never be moved
112,1,6,Beatus vir,2,and the righteous shall be had in everlasting remembrance.
112,1,7,Beatus vir,1,He will not be afraid of any evil tidings
112,1,7,Beatus vir,2,"for his heart standeth fast, and believeth in the Lord."
112,1,8,Beatus vir,1,"His heart is established, and will not shrink"
112,1,8,Beatus vir,2,until he see his desire upon his enemies.
112,1,9,Beatus vir,1,"He hath dispersed abroad, and given to the poor"
112,1,9,Beatus vir,2,and his righteousness remaineth for ever; his horn shall be exalted with honour.
112,1,10,Beatus vir,1,"The ungodly shall see it, and it shall grieve him"
112,1,10,Beatus vir,2,"he shall gnash with his teeth, and consume away; the desire of the ungodly shall perish."
112,2,11,Doxology,1,Glory be to the Father
112,2,11,Doxology,2,"and to the Son, and to the Holy Ghost"
112,2,12,Doxology,1,"As it was in the beginning, is now, and ever shall be"
112,2,12,Doxology,2,world without end. Amen.
113,1,1,"Laudate, pueri",1,"PRAISE the Lord, ye servants"
113,1,1,"Laudate, pueri",2,O praise the Name of the Lord.
113,1,2,"Laudate, pueri",1,Blessed be the Name of the Lord
113,1,2,"Laudate, pueri",2,from this time forth for evermore.
113,1,3,"Laudate, pueri",1,The Lord's Name is praised
113,1,3,"Laudate, pueri",2,from the rising up of the sun unto the going down of the same.
113,1,4,"Laudate, pueri",1,The Lord is high above all heathen
113,1,4,"Laudate, pueri",2,and his glory above the heavens.
113,1,5,"Laudate, pueri",1,"Who is like unto the Lord our God, that hath his dwelling so high"
113,1,5,"Laudate, pueri",2,and yet humbleth himself to behold the things that are in heaven and earth?
113,1,6,"Laudate, pueri",1,He taketh up the simple out of the dust
113,1,6,"Laudate, pueri",2,and lifteth the poor out of the mire;
113,1,7,"Laudate, pueri",1,That he may set him with the princes
113,1,7,"Laudate, pueri",2,even with the princes of his people.
113,1,8,"Laudate, pueri",1,He maketh the barren woman to keep house
113,1,8,"Laudate, pueri",2,and to be a joyful mother of children.
113,2,9,Doxology,1,Glory be to the Father
113,2,9,Doxology,2,"and to the Son, and to the Holy Ghost"
113,2,10,Doxology,1,"As it was in the beginning, is now, and ever shall be"
113,2,10,Doxology,2,world without end. Amen.
114,1,1,In exitu Israel,1,WHEN Israel came out of Egypt
114,1,1,In exitu Israel,2,"and the house of Jacob from among the strange people,"
114,1,2,In exitu Israel,1,Judah was his sanctuary
114,1,2,In exitu Israel,2,and Israel his dominion.
114,1,3,In exitu Israel,1,"The sea saw that, and fled"
114,1,3,In exitu Israel,2,Jordan was driven back.
114,1,4,In exitu Israel,1,The mountains skipped like rams
114,1,4,In exitu Israel,2,and the little hills like young sheep.
114,1,5,In exitu Israel,1,"What aileth thee, O thou sea, that thou fleddest"
114,1,5,In exitu Israel,2,"and thou Jordan, that thou wast driven back?"
114,1,6,In exitu Israel,1,"Ye mountains, that ye skipped like rams"
114,1,6,In exitu Israel,2,"and ye little hills, like young sheep?"
114,1,7,In exitu Israel,1,"Tremble, thou earth, at the presence of the Lord"
114,1,7,In exitu Israel,2,at the presence of the God of Jacob;
114,1,8,In exitu Israel,1,Who turned the hard rock into a standing water
114,1,8,In exitu Israel,2,and the flint-stone into a springing well.
114,2,9,Doxology,1,Glory be to the Father
114,2,9,Doxology,2,"and to the Son, and to the Holy Ghost"
114,2,10,Doxology,1,"As it was in the beginning, is now, and ever shall be"
114,2,10,Doxology,2,world without end. Amen.
115,1,1,"Non nobis, Domine",1,"NOT unto us, O Lord, not unto us, but unto thy Name give the praise"
115,1,1,"Non nobis, Domine",2,for thy loving mercy and for thy truth's sake.
115,1,2,"Non nobis, Domine",1,Wherefore shall the heathen say
115,1,2,"Non nobis, Domine",2,Where is now their God?
115,1,3,"Non nobis, Domine",1,"As for our God, he is in heaven"
115,1,3,"Non nobis, Domine",2,he hath done whatsoever pleased him.
115,1,4,"Non nobis, Domine",1,Their idols are silver and gold
115,1,4,"Non nobis, Domine",2,even the work of men's hands.
115,1,5,"Non nobis, Domine",1,"They have mouths, and speak not"
115,1,5,"Non nobis, Domine",2,"eyes have they, and see not."
115,1,6,"Non nobis, Domine",1,"They have ears, and hear not"
115,1,6,"Non nobis, Domine",2,"noses have they, and smell not."
115,1,7,"Non nobis, Domine",1,"They have hands, and handle not; feet have they, and walk not"
115,1,7,"Non nobis, Domine",2,neither speak they through their throat.
115,1,8,"Non nobis, Domine",1,They that make them are like unto them
115,1,8,"Non nobis, Domine",2,and so are all such as put their trust in them.
115,1,9,"Non nobis, Domine",1,"But thou, house of Israel, trust thou in the Lord"
115,1,9,"Non nobis, Domine",2,he is their succour and defence.
115,1,10,"Non nobis, Domine",1,"Ye house of Aaron, put your trust in the Lord"
115,1,10,"Non nobis, Domine",2,he is their helper and defender.
115,1,11,"Non nobis, Domine",1,"Ye that fear the Lord, put your trust in the Lord"
115,1,11,"Non nobis, Domine",2,he is their helper and defender.
115,1,12,"Non nobis, Domine",1,"The Lord hath been mindful of us, and he shall bless us"
115,1,12,"Non nobis, Domine",2,"even he shall bless the house of Israel, he shall bless the house of Aaron."
115,1,13,"Non nobis, Domine",1,He shall bless them that fear the Lord
115,1,13,"Non nobis, Domine",2,both small and great.
115,1,14,"Non nobis, Domine",1,The Lord shall increase you more and more
115,1,14,"Non nobis, Domine",2,you and your children.
115,1,15,"Non nobis, Domine",1,Ye are the blessed of the Lord
115,1,15,"Non nobis, Domine",2,who made heaven and earth.
115,1,16,"Non nobis, Domine",1,All the whole heavens are the Lord's
115,1,16,"Non nobis, Domine",2,the earth hath he given to the children of men.
115,1,17,"Non nobis, Domine",1,"The dead praise not thee, O Lord"
115,1,17,"Non nobis, Domine",2,neither all they that go down into silence.
115,1,18,"Non nobis, Domine",1,But we will praise the Lord
115,1,18,"Non nobis, Domine",2,from this time forth for evermore. Praise the Lord.
115,2,19,Doxology,1,Glory be to the Father
115,2,19,Doxology,2,"and to the Son, and to the Holy Ghost"
115,2,20,Doxology,1,"As it was in the beginning, is now, and ever shall be"
115,2,20,Doxology,2,world without end. Amen.
116,1,1,"Dilexi, quoniam",1,I AM well pleased
116,1,1,"Dilexi, quoniam",2,that the Lord hath heard the voice of my prayer;
116,1,2,"Dilexi, quoniam",1,That he hath inclined his ear unto me
116,1,2,"Dilexi, quoniam",2,therefore will I call upon him as long as I live.
116,1,3,"Dilexi, quoniam",1,The snares of death compassed me round about
116,1,3,"Dilexi, quoniam",2,and the pains of hell gat hold upon me.
116,1,4,"Dilexi, quoniam",1,"I shall find trouble and heaviness, and I will call upon the Name of the Lord"
116,1,4,"Dilexi, quoniam",2,"O Lord, I beseech thee, deliver my soul."
116,1,5,"Dilexi, quoniam",1,"Gracious is the Lord, and righteous"
116,1,5,"Dilexi, quoniam",2,"yea, our God is merciful."
116,1,6,"Dilexi, quoniam",1,The Lord preserveth the simple
116,1,6,"Dilexi, quoniam",2,"I was in misery, and he helped me."
116,1,7,"Dilexi, quoniam",1,"Turn again then unto thy rest, O my soul"
116,1,7,"Dilexi, quoniam",2,for the Lord hath rewarded thee.
116,1,8,"Dilexi, quoniam",1,And why? thou hast delivered my soul from death
116,1,8,"Dilexi, quoniam",2,"mine eyes from tears, and my feet from falling."
116,1,9,"Dilexi, quoniam",1,I will walk before the Lord
116,1,9,"Dilexi, quoniam",2,in the land of the living.
116,1,10,"Dilexi, quoniam",1,"I believed, and therefore will I speak; but I was sore troubled"
116,1,10,"Dilexi, quoniam",2,"I said in my haste, All men are liars."
116,1,11,"Dilexi, quoniam",1,What reward shall I give unto the Lord
116,1,11,"Dilexi, quoniam",2,for all the benefits that he hath done unto me?
116,1,12,"Dilexi, quoniam",1,I will receive the cup of salvation
116,1,12,"Dilexi, quoniam",2,and call upon the Name of the Lord.
116,1,13,"Dilexi, quoniam",1,I will pay my vows now in the presence of all his people
116,1,13,"Dilexi, quoniam",2,right dear in the sight of the Lord is the death of his saints.
116,1,14,"Dilexi, quoniam",1,"Behold, O Lord, how that I am thy servant"
116,1,14,"Dilexi, quoniam",2,"I am thy servant, and the son of thine handmaid; thou hast broken my bonds in sunder."
116,1,15,"Dilexi, quoniam",1,I will offer to thee the sacrifice of thanksgiving
116,1,15,"Dilexi, quoniam",2,and will call upon the Name of the Lord.
116,1,16,"Dilexi, quoniam",1,"I will pay my vows unto the Lord, in the sight of all his people"
116,1,16,"Dilexi, quoniam",2,"in the courts of the Lord's house, even in the midst of thee, O Jerusalem. Praise the Lord."
116,2,17,Doxology,1,Glory be to the Father
116,2,17,Doxology,2,"and to the Son, and to the Holy Ghost"
116,2,18,Doxology,1,"As it was in the beginning, is now, and ever shall be"
116,2,18,Doxology,2,world without end. Amen.
117,1,1,Laudate Dominum,1,"O PRAISE the Lord, all ye heathen"
117,1,1,Laudate Dominum,2,"praise him, all ye nations."
117,1,2,Laudate Dominum,1,For his merciful kindness is ever more and more towards us
117,1,2,Laudate Dominum,2,and the truth of the Lord endureth for ever. Praise the Lord.
117,2,3,Doxology,1,Glory be to the Father
117,2,3,Doxology,2,"and to the Son, and to the Holy Ghost"
117,2,4,Doxology,1,"As it was in the beginning, is now, and ever shall be"
117,2,4,Doxology,2,world without end. Amen.
118,1,1,Confitemini Domino,1,"O GIVE thanks unto the Lord, for he is gracious"
118,1,1,Confitemini Domino,2,because his mercy endureth for ever.
118,1,2,Confitemini Domino,1,Let Israel now confess that he is gracious
118,1,2,Confitemini Domino,2,and that his mercy endureth for ever.
118,1,3,Confitemini Domino,1,Let the house of Aaron now confess
118,1,3,Confitemini Domino,2,that his mercy endureth for ever.
118,1,4,Confitemini Domino,1,"Yea, let them now that fear the Lord confess"
118,1,4,Confitemini Domino,2,that his mercy endureth for ever.
118,1,5,Confitemini Domino,1,I called upon the Lord in trouble
118,1,5,Confitemini Domino,2,and the Lord heard me at large.
118,1,6,Confitemini Domino,1,The Lord is on my side
118,1,6,Confitemini Domino,2,I will not fear what man doeth unto me.
118,1,7,Confitemini Domino,1,The Lord taketh my part with them that help me
118,1,7,Confitemini Domino,2,therefore shall I see my desire upon mine enemies.
118,1,8,Confitemini Domino,1,It is better to trust in the Lord
118,1,8,Confitemini Domino,2,than to put any confidence in man.
118,1,9,Confitemini Domino,1,It is better to trust in the Lord
118,1,9,Confitemini Domino,2,than to put any confidence in princes.
118,1,10,Confitemini Domino,1,All nations compassed me round about
118,1,10,Confitemini Domino,2,but in the Name of the Lord will I destroy them.
118,1,11,Confitemini Domino,1,"They kept me in on every side, they kept me in, I say, on every side"
118,1,11,Confitemini Domino,2,but in the Name of the Lord will I destroy them.
118,1,12,Confitemini Domino,1,"They came about me like bees, and are extinct even as the fire among the thorns"
118,1,12,Confitemini Domino,2,for in the Name of the Lord I will destroy them.
118,1,13,Confitemini Domino,1,"Thou hast thrust sore at me, that I might fall"
118,1,13,Confitemini Domino,2,but the Lord was my help.
118,1,14,Confitemini Domino,1,"The Lord is my strength, and my song"
118,1,14,Confitemini Domino,2,and is become my salvation.
118,1,15,Confitemini Domino,1,The voice of joy and health is in the dwellings of the righteous
118,1,15,Confitemini Domino,2,the right hand of the Lord bringeth mighty things to pass.
118,1,16,Confitemini Domino,1,The right hand of the Lord hath the pre-eminence
118,1,16,Confitemini Domino,2,the right hand of the Lord bringeth mighty things to pass.
118,1,17,Confitemini Domino,1,"I shall not die, but live"
118,1,17,Confitemini Domino,2,and declare the works of the Lord.
118,1,18,Confitemini Domino,1,The Lord hath chastened and corrected me
118,1,18,Confitemini Domino,2,but he hath not given me over unto death.
118,1,19,Confitemini Domino,1,Open me the gates of righteousness
118,1,19,Confitemini Domino,2,"that I may go into them, and give thanks unto the Lord."
118,1,20,Confitemini Domino,1,This is the gate of the Lord
118,1,20,Confitemini Domino,2,the righteous shall enter into it.
118,1,21,Confitemini Domino,1,"I will thank thee, for thou hast heard me"
118,1,21,Confitemini Domino,2,and art become my salvation.
118,1,22,Confitemini Domino,1,The same stone which the builders refused
118,1,22,Confitemini Domino,2,is become the head-stone in the corner.
118,1,23,Confitemini Domino,1,This is the Lord's doing
118,1,23,Confitemini Domino,2,and it is marvellous in our eyes.
118,1,24,Confitemini Domino,1,This is the day which the Lord hath made
118,1,24,Confitemini Domino,2,we will rejoice and be glad in it.
118,1,25,Confitemini Domino,1,"Help me now, O Lord"
118,1,25,Confitemini Domino,2,"O Lord, send us now prosperity."
118,1,26,Confitemini Domino,1,Blessed be he that cometh in the Name of the Lord
118,1,26,Confitemini Domino,2,"we have wished you good luck, ye that are of the house of the Lord."
118,1,27,Confitemini Domino,1,God is the Lord who hath shewed us light
118,1,27,Confitemini Domino,2,"bind the sacrifice with cords, yea, even unto the horns of the altar."
118,1,28,Confitemini Domino,1,"Thou art my God, and I will thank thee"
118,1,28,Confitemini Domino,2,"thou art my God, and I will praise thee."
118,1,29,Confitemini Domino,1,"O give thanks unto the Lord, for he is gracious"
118,1,29,Confitemini Domino,2,and his mercy endureth for ever.
118,2,31,Doxology,1,Glory be to the Father
118,2,31,Doxology,2,"and to the Son, and to the Holy Ghost"
118,2,30,Doxology,1,"As it was in the beginning, is now, and ever shall be"
118,2,30,Doxology,2,world without end. Amen.
119,1,1,Beati immaculati,1,BLESSED are those that are undefiled in the way
119,1,1,Beati immaculati,2,and walk in the law of the Lord.
119,1,2,Beati immaculati,1,Blessed are they that keep his testimonies
119,1,2,Beati immaculati,2,and seek him with their whole heart.
119,1,3,Beati immaculati,1,For they who do no wickedness
119,1,3,Beati immaculati,2,walk in his ways.
119,1,4,Beati immaculati,1,Thou hast charged
119,1,4,Beati immaculati,2,that we shall diligently keep thy commandments.
119,1,5,Beati immaculati,1,O that my ways were made so direct
119,1,5,Beati immaculati,2,that I might keep thy statutes!
119,1,6,Beati immaculati,1,So shall I not be confounded
119,1,6,Beati immaculati,2,while I have respect unto all thy commandments.
119,1,7,Beati immaculati,1,I will thank thee with an unfeigned heart
119,1,7,Beati immaculati,2,when I shall have learned the judgements of thy righteousness.
119,1,8,Beati immaculati,1,I will keep thy ceremonies
119,1,8,Beati immaculati,2,O forsake me not utterly.
119,2,9,In quo corriget?,1,WHEREWITHAL shall a young man cleanse his way
119,2,9,In quo corriget?,2,even by ruling himself after thy word.
119,2,10,In quo corriget?,1,With my whole heart have I sought thee
119,2,10,In quo corriget?,2,O let me not go wrong out of thy commandments.
119,2,11,In quo corriget?,1,Thy words have I hid within my heart
119,2,11,In quo corriget?,2,that I should not sin against thee.
119,2,12,In quo corriget?,1,"Blessed art thou, O Lord"
119,2,12,In quo corriget?,2,O teach me thy statutes.
119,2,13,In quo corriget?,1,With my lips have I been telling
119,2,13,In quo corriget?,2,of all the judgements of thy mouth.
119,2,14,In quo corriget?,1,I have had as great delight in the way of thy testimonies
119,2,14,In quo corriget?,2,as in all manner of riches.
119,2,15,In quo corriget?,1,I will talk of thy commandments
119,2,15,In quo corriget?,2,and have respect unto thy ways.
119,2,16,In quo corriget?,1,My delight shall be in thy statutes
119,2,16,In quo corriget?,2,and I will not forget thy word.
119,3,17,Retribue servo tuo,1,O DO well unto thy servant
119,3,17,Retribue servo tuo,2,"that I may live, and keep thy word."
119,3,18,Retribue servo tuo,1,Open thou mine eyes
119,3,18,Retribue servo tuo,2,that I may see the wondrous things of thy law.
119,3,19,Retribue servo tuo,1,I am a stranger upon earth
119,3,19,Retribue servo tuo,2,O hide not thy commandments from me.
119,3,20,Retribue servo tuo,1,My soul breaketh out for the very fervent desire
119,3,20,Retribue servo tuo,2,that it hath alway unto thy judgements.
119,3,21,Retribue servo tuo,1,Thou hast rebuked the proud
119,3,21,Retribue servo tuo,2,and cursed are they that do err from thy commandments.
119,3,22,Retribue servo tuo,1,O turn from me shame and rebuke
119,3,22,Retribue servo tuo,2,for I have kept thy testimonies.
119,3,23,Retribue servo tuo,1,Princes also did sit and speak against me
119,3,23,Retribue servo tuo,2,but thy servant is occupied in thy statutes.
119,3,24,Retribue servo tuo,1,For thy testimonies are my delight
119,3,24,Retribue servo tuo,2,and my counsellors.
119,4,25,Adhaesit pavimento,1,MY soul cleaveth to the dust
119,4,25,Adhaesit pavimento,2,"O quicken thou me, according to thy word."
119,4,26,Adhaesit pavimento,1,"I have acknowledged my ways, and thou heardest me"
119,4,26,Adhaesit pavimento,2,O teach me thy statutes.
119,4,27,Adhaesit pavimento,1,Make me to understand the way of thy commandments
119,4,27,Adhaesit pavimento,2,and so shall I talk of thy wondrous works.
119,4,28,Adhaesit pavimento,1,My soul melteth away for very heaviness
119,4,28,Adhaesit pavimento,2,comfort thou me according unto thy word.
119,4,29,Adhaesit pavimento,1,Take from me the way of lying
119,4,29,Adhaesit pavimento,2,and cause thou me to make much of thy law.
119,4,30,Adhaesit pavimento,1,I have chosen the way of truth
119,4,30,Adhaesit pavimento,2,and thy judgements have I laid before me.
119,4,31,Adhaesit pavimento,1,I have stuck unto thy testimonies
119,4,31,Adhaesit pavimento,2,"O Lord, confound me not."
119,4,32,Adhaesit pavimento,1,I will run the way of thy commandments
119,4,32,Adhaesit pavimento,2,when thou hast set my heart at liberty.
119,5,33,Legem pone,1,"TEACH me, O Lord, the way of thy statutes"
119,5,33,Legem pone,2,and I shall keep it unto the end.
119,5,34,Legem pone,1,"Give me understanding, and I shall keep thy law"
119,5,34,Legem pone,2,"yea, I shall keep it with my whole heart."
119,5,35,Legem pone,1,Make me to go in the path of thy commandments
119,5,35,Legem pone,2,for therein is my desire.
119,5,36,Legem pone,1,Incline my heart unto thy testimonies
119,5,36,Legem pone,2,and not to covetousness.
119,5,37,Legem pone,1,"O turn away mine eyes, lest they behold vanity"
119,5,37,Legem pone,2,and quicken thou me in thy way.
119,5,38,Legem pone,1,O stablish thy word in thy servant
119,5,38,Legem pone,2,that I may fear thee.
119,5,39,Legem pone,1,Take away the rebuke that I am afraid of
119,5,39,Legem pone,2,for thy judgements are good.
119,5,40,Legem pone,1,"Behold, my delight is in thy commandments"
119,5,40,Legem pone,2,O quicken me in thy righteousness.
119,6,41,Et veniat super me,1,"LET thy loving mercy come also unto me, O  Lord"
119,6,41,Et veniat super me,2,"even thy salvation, according unto thy word."
119,6,42,Et veniat super me,1,So shall I make answer unto my blasphemers
119,6,42,Et veniat super me,2,for my trust is in thy word.
119,6,43,Et veniat super me,1,O take not the word of thy truth utterly out of my mouth
119,6,43,Et veniat super me,2,for my hope is in thy judgements.
119,6,44,Et veniat super me,1,So shall I alway keep thy law
119,6,44,Et veniat super me,2,"yea, for ever and ever."
119,6,45,Et veniat super me,1,And I will walk at liberty
119,6,45,Et veniat super me,2,for I seek thy commandments.
119,6,46,Et veniat super me,1,"I will speak of thy testimonies also, even before kings"
119,6,46,Et veniat super me,2,and will not be ashamed.
119,6,47,Et veniat super me,1,And my delight shall be in thy commandments
119,6,47,Et veniat super me,2,which I have loved.
119,6,48,Et veniat super me,1,"My hands also will I lift up unto thy commandments, which I have loved"
119,6,48,Et veniat super me,2,and my study shall be in thy statutes.
119,7,49,Memor esto servi tui,1,"O THINK upon thy servant, as concerning thy word"
119,7,49,Memor esto servi tui,2,wherein thou hast caused me to put my trust.
119,7,50,Memor esto servi tui,1,The same is my comfort in my trouble
119,7,50,Memor esto servi tui,2,for thy word hath quickened me.
119,7,51,Memor esto servi tui,1,The proud have had me exceedingly in derision
119,7,51,Memor esto servi tui,2,yet have I not shrinked from thy law.
119,7,52,Memor esto servi tui,1,"For I remembered thine everlasting judgements, O Lord"
119,7,52,Memor esto servi tui,2,and received comfort.
119,7,53,Memor esto servi tui,1,I am horribly afraid
119,7,53,Memor esto servi tui,2,for the ungodly that forsake thy law.
119,7,54,Memor esto servi tui,1,Thy statutes have been my songs
119,7,54,Memor esto servi tui,2,in the house of my pilgrimage.
119,7,55,Memor esto servi tui,1,"I have thought upon thy Name, O Lord, in the night-season"
119,7,55,Memor esto servi tui,2,and have kept thy law.
119,7,56,Memor esto servi tui,1,This I had
119,7,56,Memor esto servi tui,2,because I kept thy commandments.
119,8,57,"Portio mea, Domine",1,"THOU art my portion, O Lord"
119,8,57,"Portio mea, Domine",2,I have promised to keep thy law.
119,8,58,"Portio mea, Domine",1,I made my humble petition in thy presence with my whole heart
119,8,58,"Portio mea, Domine",2,"O be merciful unto me, according to thy word."
119,8,59,"Portio mea, Domine",1,I called mine own ways to remembrance
119,8,59,"Portio mea, Domine",2,and turned my feet unto thy testimonies.
119,8,60,"Portio mea, Domine",1,"I made haste, and prolonged not the time"
119,8,60,"Portio mea, Domine",2,to keep thy commandments.
119,8,61,"Portio mea, Domine",1,The congregations of the ungodly have robbed me
119,8,61,"Portio mea, Domine",2,but I have not forgotten thy law.
119,8,62,"Portio mea, Domine",1,At midnight I will rise to give thanks unto thee
119,8,62,"Portio mea, Domine",2,because of thy righteous judgements.
119,8,63,"Portio mea, Domine",1,I am a companion of all them that fear thee
119,8,63,"Portio mea, Domine",2,and keep thy commandments.
119,8,64,"Portio mea, Domine",1,"The earth, O Lord, is full of thy mercy"
119,8,64,"Portio mea, Domine",2,O teach me thy statutes.
119,9,65,Bonitatem fecisti,1,O LORD thou hast dealt graciously with thy servant
119,9,65,Bonitatem fecisti,2,according unto thy word.
119,9,66,Bonitatem fecisti,1,O learn me true understanding and knowledge
119,9,66,Bonitatem fecisti,2,for I have believed thy commandments.
119,9,67,Bonitatem fecisti,1,"Before I was troubled, I went wrong"
119,9,67,Bonitatem fecisti,2,but now have I kept thy word.
119,9,68,Bonitatem fecisti,1,Thou art good and gracious
119,9,68,Bonitatem fecisti,2,O teach me thy statutes.
119,9,69,Bonitatem fecisti,1,The proud have imagined a lie against me
119,9,69,Bonitatem fecisti,2,but I will keep thy commandments with my whole heart.
119,9,70,Bonitatem fecisti,1,Their heart is as fat as brawn
119,9,70,Bonitatem fecisti,2,but my delight hath been in thy law.
119,9,71,Bonitatem fecisti,1,It is good for me that I have been in trouble
119,9,71,Bonitatem fecisti,2,that I may learn thy statutes.
119,9,72,Bonitatem fecisti,1,The law of thy mouth is dearer unto me
119,9,72,Bonitatem fecisti,2,than thousands of gold and silver.
119,10,73,Manus tuae fecerunt me,1,THY hands have made me and fashioned me
119,10,73,Manus tuae fecerunt me,2,"O give me understanding, that I may learn thy commandments."
119,10,74,Manus tuae fecerunt me,1,They that fear thee will be glad when they see me
119,10,74,Manus tuae fecerunt me,2,because I have put my trust in thy word.
119,10,75,Manus tuae fecerunt me,1,"I know, O Lord, that thy judgements are right"
119,10,75,Manus tuae fecerunt me,2,and that thou of very faithfulness hast caused me to be troubled.
119,10,76,Manus tuae fecerunt me,1,O let thy merciful kindness be my comfort
119,10,76,Manus tuae fecerunt me,2,according to thy word unto thy servant.
119,10,77,Manus tuae fecerunt me,1,"O let thy loving mercies come unto me, that I may live"
119,10,77,Manus tuae fecerunt me,2,for thy law is my delight.
119,10,78,Manus tuae fecerunt me,1,"Let the proud be confounded, for they go wickedly about to destroy me"
119,10,78,Manus tuae fecerunt me,2,but I will be occupied in thy commandments.
119,10,79,Manus tuae fecerunt me,1,"Let such as fear thee, and have known thy testimonies"
119,10,79,Manus tuae fecerunt me,2,be turned unto me.
119,10,80,Manus tuae fecerunt me,1,O let my heart be sound in thy statutes
119,10,80,Manus tuae fecerunt me,2,that I be not ashamed.
119,11,81,Defecit anima mea,1,MY soul hath longed for thy salvation
119,11,81,Defecit anima mea,2,and I have a good hope because of thy word.
119,11,82,Defecit anima mea,1,Mine eyes long sore for thy word
119,11,82,Defecit anima mea,2,"saying, O when wilt thou comfort me?"
119,11,83,Defecit anima mea,1,For I am become like a bottle in the smoke
119,11,83,Defecit anima mea,2,yet do I not forget thy statutes.
119,11,84,Defecit anima mea,1,How many are the days of thy servant
119,11,84,Defecit anima mea,2,when wilt thou be avenged of them that persecute me?
119,11,85,Defecit anima mea,1,The proud have digged pits for me
119,11,85,Defecit anima mea,2,which are not after thy law.
119,11,86,Defecit anima mea,1,All thy commandments are true
119,11,86,Defecit anima mea,2,they persecute me falsely; O be thou my help.
119,11,87,Defecit anima mea,1,They had almost made an end of me upon earth
119,11,87,Defecit anima mea,2,but I forsook not thy commandments.
119,11,88,Defecit anima mea,1,O quicken me after thy loving-kindness
119,11,88,Defecit anima mea,2,and so shall I keep the testimonies of thy mouth.
119,12,89,"In aeternum, Domine",1,"O LORD, thy word"
119,12,89,"In aeternum, Domine",2,endureth for ever in heaven.
119,12,90,"In aeternum, Domine",1,Thy truth also remaineth from one generation to another
119,12,90,"In aeternum, Domine",2,"thou hast laid the foundation of the earth, and it abideth."
119,12,91,"In aeternum, Domine",1,They continue this day according to thine ordinance
119,12,91,"In aeternum, Domine",2,for all things serve thee.
119,12,92,"In aeternum, Domine",1,If my delight had not been in thy law
119,12,92,"In aeternum, Domine",2,I should have perished in my trouble.
119,12,93,"In aeternum, Domine",1,I will never forget thy commandments
119,12,93,"In aeternum, Domine",2,for with them thou hast quickened me.
119,12,94,"In aeternum, Domine",1,"I am thine, O save me"
119,12,94,"In aeternum, Domine",2,for I have sought thy commandments.
119,12,95,"In aeternum, Domine",1,The ungodly laid wait for me to destroy me
119,12,95,"In aeternum, Domine",2,but I will consider thy testimonies.
119,12,96,"In aeternum, Domine",1,I see that all things come to an end
119,12,96,"In aeternum, Domine",2,but thy commandment is exceeding broad.
119,13,97,Quomodo dilexi!,1,"LORD, what love have I unto thy law"
119,13,97,Quomodo dilexi!,2,all the day long is my study in it.
119,13,98,Quomodo dilexi!,1,Thou through thy commandments hast made me wiser than mine enemies
119,13,98,Quomodo dilexi!,2,for they are ever with me.
119,13,99,Quomodo dilexi!,1,I have more understanding than my teachers
119,13,99,Quomodo dilexi!,2,for thy testimonies are my study.
119,13,100,Quomodo dilexi!,1,I am wiser than the aged
119,13,100,Quomodo dilexi!,2,because I keep thy commandments.
119,13,101,Quomodo dilexi!,1,I have refrained my feet from every evil way
119,13,101,Quomodo dilexi!,2,that I may keep thy word.
119,13,102,Quomodo dilexi!,1,I have not shrunk from thy judgements
119,13,102,Quomodo dilexi!,2,for thou teachest me.
119,13,103,Quomodo dilexi!,1,O how sweet are thy words unto my throat
119,13,103,Quomodo dilexi!,2,"yea, sweeter than honey unto my mouth."
119,13,104,Quomodo dilexi!,1,Through thy commandments I get understanding
119,13,104,Quomodo dilexi!,2,therefore I hate all evil ways.
119,14,105,Lucerna pedibus meis,1,THY word is a lantern unto my feet
119,14,105,Lucerna pedibus meis,2,and a light unto my paths.
119,14,106,Lucerna pedibus meis,1,"I have sworn, and am stedfastly purposed"
119,14,106,Lucerna pedibus meis,2,to keep thy righteous judgements.
119,14,107,Lucerna pedibus meis,1,I am troubled above measure
119,14,107,Lucerna pedibus meis,2,"quicken me, O Lord, according to thy word."
119,14,108,Lucerna pedibus meis,1,"Let the free-will offerings of my mouth please thee, O Lord"
119,14,108,Lucerna pedibus meis,2,and teach me thy judgements.
119,14,109,Lucerna pedibus meis,1,My soul is alway in my hand
119,14,109,Lucerna pedibus meis,2,yet do I not forget thy law.
119,14,110,Lucerna pedibus meis,1,The ungodly have laid a snare for me
119,14,110,Lucerna pedibus meis,2,but yet I swerved not from thy commandments.
119,14,111,Lucerna pedibus meis,1,Thy testimonies have I claimed as mine heritage for ever
119,14,111,Lucerna pedibus meis,2,and why? they are the very joy of my heart.
119,14,112,Lucerna pedibus meis,1,I have applied my heart to fulfil thy statutes alway
119,14,112,Lucerna pedibus meis,2,even unto the end.
119,15,113,Iniquos odio habui,1,I HATE them that imagine evil things
119,15,113,Iniquos odio habui,2,but thy law do I love.
119,15,114,Iniquos odio habui,1,Thou art my defence and shield
